sub,run,bdc-bdcp,bdc-bdrp,bdc-bmtl_dennis,bdc-mni_zfclus1_lifg,bdc-mni_zfclus1_lins,bdc-mni_zfclus2,bdc-mni_zfclus3,bdc-mni_zfclus4_brainstem_aan_dr,bdc-mni_zfclus4_brainstem_aan_ppn,bdc-mni_zfclus4_brainstem,bdc-mni_zfclus4_parahipp,bdc-mni_zfclus5,bdc-mni_zfclus6,bdcp-bdrp,bdcp-bmtl_dennis,bdcp-mni_zfclus1_lifg,bdcp-mni_zfclus1_lins,bdcp-mni_zfclus2,bdcp-mni_zfclus3,bdcp-mni_zfclus4_brainstem_aan_dr,bdcp-mni_zfclus4_brainstem_aan_ppn,bdcp-mni_zfclus4_brainstem,bdcp-mni_zfclus4_parahipp,bdcp-mni_zfclus5,bdcp-mni_zfclus6,bdrp-bmtl_dennis,bdrp-mni_zfclus1_lifg,bdrp-mni_zfclus1_lins,bdrp-mni_zfclus2,bdrp-mni_zfclus3,bdrp-mni_zfclus4_brainstem_aan_dr,bdrp-mni_zfclus4_brainstem_aan_ppn,bdrp-mni_zfclus4_brainstem,bdrp-mni_zfclus4_parahipp,bdrp-mni_zfclus5,bdrp-mni_zfclus6,bmtl_dennis-mni_zfclus1_lifg,bmtl_dennis-mni_zfclus1_lins,bmtl_dennis-mni_zfclus2,bmtl_dennis-mni_zfclus3,bmtl_dennis-mni_zfclus4_brainstem_aan_dr,bmtl_dennis-mni_zfclus4_brainstem_aan_ppn,bmtl_dennis-mni_zfclus4_brainstem,bmtl_dennis-mni_zfclus4_parahipp,bmtl_dennis-mni_zfclus5,bmtl_dennis-mni_zfclus6,mni_zfclus1_lifg-mni_zfclus1_lins,mni_zfclus1_lifg-mni_zfclus2,mni_zfclus1_lifg-mni_zfclus3,mni_zfclus1_lifg-mni_zfclus4_brainstem_aan_dr,mni_zfclus1_lifg-mni_zfclus4_brainstem_aan_ppn,mni_zfclus1_lifg-mni_zfclus4_brainstem,mni_zfclus1_lifg-mni_zfclus4_parahipp,mni_zfclus1_lifg-mni_zfclus5,mni_zfclus1_lifg-mni_zfclus6,mni_zfclus1_lins-mni_zfclus2,mni_zfclus1_lins-mni_zfclus3,mni_zfclus1_lins-mni_zfclus4_brainstem_aan_dr,mni_zfclus1_lins-mni_zfclus4_brainstem_aan_ppn,mni_zfclus1_lins-mni_zfclus4_brainstem,mni_zfclus1_lins-mni_zfclus4_parahipp,mni_zfclus1_lins-mni_zfclus5,mni_zfclus1_lins-mni_zfclus6,mni_zfclus2-mni_zfclus3,mni_zfclus2-mni_zfclus4_brainstem_aan_dr,mni_zfclus2-mni_zfclus4_brainstem_aan_ppn,mni_zfclus2-mni_zfclus4_brainstem,mni_zfclus2-mni_zfclus4_parahipp,mni_zfclus2-mni_zfclus5,mni_zfclus2-mni_zfclus6,mni_zfclus3-mni_zfclus4_brainstem_aan_dr,mni_zfclus3-mni_zfclus4_brainstem_aan_ppn,mni_zfclus3-mni_zfclus4_brainstem,mni_zfclus3-mni_zfclus4_parahipp,mni_zfclus3-mni_zfclus5,mni_zfclus3-mni_zfclus6,mni_zfclus4_brainstem_aan_dr-mni_zfclus4_brainstem_aan_ppn,mni_zfclus4_brainstem_aan_dr-mni_zfclus4_brainstem,mni_zfclus4_brainstem_aan_dr-mni_zfclus4_parahipp,mni_zfclus4_brainstem_aan_dr-mni_zfclus5,mni_zfclus4_brainstem_aan_dr-mni_zfclus6,mni_zfclus4_brainstem_aan_ppn-mni_zfclus4_brainstem,mni_zfclus4_brainstem_aan_ppn-mni_zfclus4_parahipp,mni_zfclus4_brainstem_aan_ppn-mni_zfclus5,mni_zfclus4_brainstem_aan_ppn-mni_zfclus6,mni_zfclus4_brainstem-mni_zfclus4_parahipp,mni_zfclus4_brainstem-mni_zfclus5,mni_zfclus4_brainstem-mni_zfclus6,mni_zfclus4_parahipp-mni_zfclus5,mni_zfclus4_parahipp-mni_zfclus6,mni_zfclus5-mni_zfclus6
115,6,0.24606,0.64189,-0.012457,-0.14134,0.30202,-0.25162,-0.44048,0.40432,0.27631,0.37371,-0.14431,-0.35157,-0.35923,0.93197,0.41321,0.040319,0.30794,0.08459,-0.029061,-0.055547,-0.26825,0.017923,0.18229,0.17118,0.27824,-0.045459,0.046455,0.36482,-0.075849,-0.21467,0.14583,-0.17584,-0.0016795,-0.11445,-0.033569,-0.029287,-0.10353,-0.015093,0.13745,0.15093,-0.25186,-0.12979,-0.011557,0.56703,0.095668,0.11566,0.40198,0.011165,0.038813,0.069939,-0.20103,-0.14966,-0.10476,0.10988,0.20684,-0.17077,-0.25684,-0.0080666,-0.048331,0.081865,0.078517,-0.28845,-0.16146,1.0728,-0.20064,-0.40407,-0.30062,0.14526,0.90522,0.42056,-0.29043,-0.51884,-0.45756,0.26987,0.95238,0.55793,0.26418,0.82034,-0.11143,-0.1766,-0.13834,0.72538,-0.1691,-0.55622,-0.4479,0.0963,-0.38758,-0.2732,0.0068112,0.052446,1.07
117,0,-0.24131,0.066061,0.013918,-0.24023,-0.30197,0.060326,0.20995,-0.089746,-0.044513,-0.18598,-0.16169,0.17705,0.19168,0.66796,0.1243,0.26091,0.19939,0.21555,0.038355,0.036582,-0.0078804,-0.10175,0.25953,-0.059814,-0.11454,-0.19754,0.012616,-0.20153,0.45178,0.18326,-0.17399,-0.073839,-0.30608,-0.22492,-0.049932,-0.068337,-0.083692,-0.17776,-0.14624,-0.037665,-0.045701,-0.23362,-0.15403,0.52756,-0.047966,0.076345,0.53527,0.32551,-0.0044459,-0.25795,-0.11849,-0.1877,0.060935,-0.2023,-0.20773,-0.1531,-0.29574,-0.10745,0.026465,0.078519,-0.029294,-0.25193,-0.45691,0.41432,-0.18273,-0.084186,-0.20318,0.046787,0.056557,0.1954,0.11564,-0.060552,-0.073744,0.25715,0.73229,0.74889,0.63131,1.22,0.16983,0.1904,0.31496,1.1523,-0.1754,0.026451,-0.061934,-0.0030419,0.012272,0.049132,0.2289,0.18026,1.0811
117,1,0.28579,0.68459,-0.041545,0.087528,0.070104,0.043346,0.14191,-0.16224,-0.11964,-0.099193,0.039348,0.18843,0.22025,0.85808,0.055497,0.34496,0.39137,-0.1978,-0.049542,0.10049,-0.022479,0.055284,0.28555,0.23154,0.13012,0.087811,0.50358,0.34905,-0.018496,0.25688,0.0903,0.041667,0.049201,0.2846,0.42437,0.29186,0.22452,-0.13431,-0.23046,-0.023551,0.49554,0.38698,0.56945,0.74691,0.31206,0.37706,0.32642,0.40061,0.43315,0.12255,-0.05665,0.032749,0.18762,0.31041,0.25399,-0.04945,0.049086,0.028934,-0.10901,-0.076046,-0.084147,0.27464,0.31575,0.65905,-0.19365,-0.11951,-0.23376,-0.090369,0.010309,0.00012754,-0.12103,-0.025779,-0.19105,0.0035213,0.31607,0.25617,0.83192,1.3185,0.63717,0.05259,0.15415,1.3837,0.72935,-0.15025,-0.097169,0.90181,-0.14285,-0.05308,0.050307,0.077567,1.3326
117,2,0.2968,0.70876,0.20968,0.17843,0.26922,-0.099737,-0.095444,0.33627,0.23567,0.33092,0.084279,-0.066227,-0.094302,0.95015,-0.05437,-0.077826,0.04989,-0.093641,-0.077117,0.18128,-0.081877,0.0054918,0.11844,0.082387,0.053911,0.19877,0.073103,-0.064588,-0.02704,-0.12543,0.24363,0.022922,0.13369,0.047382,0.00072981,0.10867,0.10379,-0.14633,0.13933,-0.0040113,0.27833,0.23784,0.3979,0.39451,0.0515,0.05893,0.21605,0.40232,0.25184,0.025442,0.047308,0.12121,0.11947,-0.074921,-0.16207,-0.33042,-0.10311,0.10145,0.13404,0.21372,0.22648,-0.13934,-0.19786,0.662,-0.087484,0.11599,0.0040147,0.046804,0.34353,0.031917,-0.28613,-0.25607,-0.28913,0.15784,0.62617,0.56931,0.68262,1.3826,0.29579,-0.32333,-0.47654,1.1616,0.21807,-0.12573,-0.46613,0.33663,-0.25439,-0.50569,0.22986,-0.0029696,0.91013
117,4,0.30346,0.44122,0.026473,-0.036063,0.014684,-0.052058,-0.19588,0.21793,0.35964,0.32417,0.087816,-0.0076487,0.011911,0.98139,0.16735,0.12591,0.21013,-0.21833,-0.21185,0.18595,0.16298,0.20341,0.11069,-0.32069,-0.21902,0.055106,-0.035288,0.11477,-0.15652,-0.36165,0.16205,0.24931,0.20068,0.10543,-0.49933,-0.35021,0.025322,-0.22899,0.10661,0.044228,-0.035556,0.029861,0.034975,0.084753,-0.15165,-0.23313,0.48653,0.15118,-0.15105,0.16912,0.14691,0.17226,-0.015485,-0.27846,-0.049981,-0.21361,-0.22314,-0.08485,-0.13448,-0.097994,-0.22231,-0.30184,-0.049807,0.42101,0.15785,0.19994,0.1739,0.1821,-0.034318,-0.057848,-0.24003,-0.21629,-0.26634,-0.26353,0.39389,0.45961,1.2611,1.6411,0.93232,-0.27646,-0.33851,1.9429,1.0319,-0.20764,-0.20957,1.1254,-0.20475,-0.24306,-0.11995,-0.26417,1.1274
117,5,0.44635,0.90227,-0.043941,0.072453,-0.13081,-0.0099076,0.42874,-0.19124,-0.18206,-0.28833,-0.049208,0.75612,0.63566,0.87677,0.094763,0.15085,0.040307,0.28329,0.42376,-0.19433,-0.32617,-0.2032,-0.01789,0.35357,0.33595,0.032987,0.17772,-0.10923,0.096103,0.47004,-0.18652,-0.23523,-0.29891,0.13419,0.81485,0.60371,0.60662,-0.053076,0.052177,-0.37482,-0.041055,-0.11375,0.012972,0.9142,-0.39947,-0.49401,-0.12169,0.31878,0.068898,0.097148,-0.12494,-0.029524,0.3457,-0.13795,-0.23709,-0.19114,0.035598,0.24242,0.18099,0.27468,-0.083137,-0.19993,-0.049237,0.48664,0.020657,-0.0084334,-0.020083,0.031894,0.002956,-0.067024,-0.087889,-0.27441,-0.2058,-0.2413,0.60485,0.61997,0.83965,1.2001,0.15201,-0.10881,0.01347,1.1431,0.08854,-0.073846,-0.035832,0.1986,-0.18776,-0.089111,-0.18376,-0.31467,1.4052
117,6,0.44613,0.6226,0.16978,0.13715,0.13661,0.31898,0.23132,0.11643,0.33946,0.31013,-0.058236,0.27657,0.40168,0.91482,-0.088557,0.22614,0.22907,0.34291,0.023438,0.36937,0.14456,0.31507,0.060266,-0.012746,0.046523,0.071974,0.036992,0.099613,0.20627,0.010805,0.19877,0.25915,0.21347,-0.13487,0.22412,0.14898,0.28181,-0.10763,-0.16296,-0.025421,-0.29681,-0.095,-0.25018,0.46809,-0.019727,0.0050028,0.57969,0.016858,-0.091173,0.030173,0.17857,0.24582,0.13324,-0.49402,-0.43923,-0.10512,-0.27479,0.20487,0.19551,0.32727,0.061016,-0.50161,-0.40108,0.75491,0.44625,0.24589,0.44629,-0.072778,0.28699,0.36557,0.1509,0.089533,0.16808,-0.18258,0.74754,0.76617,0.60443,1.147,-0.084634,0.10512,0.15434,1.0792,-0.34759,0.051315,0.026395,-0.12801,0.045211,0.1274,-0.31306,-0.15906,1.5051
118,0,-0.19235,-0.066493,-0.27498,-0.15329,-0.11172,0.021493,0.14732,-0.023022,-0.037809,-0.16377,-0.13012,0.086283,-0.068752,0.783,-0.28673,0.033794,0.24997,0.145,-0.099835,0.045409,-0.098043,-0.11333,-0.091766,0.16533,0.21933,-0.075347,0.19835,0.47922,0.031113,-0.17824,0.12327,-0.088374,-0.020937,0.20123,0.15319,0.31056,0.046817,0.16697,-0.072046,-0.030671,0.054331,0.059126,0.25718,0.72618,-0.1919,-0.098816,0.39283,0.31729,0.32441,-0.43159,-0.52401,-0.36323,0.14476,0.30552,0.52458,0.18975,0.011155,-0.083574,-0.16793,0.036352,0.33555,0.31909,0.41698,0.91187,-0.39608,-0.39123,-0.37555,-0.095914,0.53952,0.28334,-0.48959,-0.43375,-0.3856,-0.011042,0.4027,0.41228,1.0038,1.2674,0.19992,-0.28066,-0.28564,1.2243,0.11712,-0.27943,-0.26385,0.39842,-0.2561,-0.12991,0.064751,0.34204,0.84291
118,1,0.18325,0.66773,-0.079835,0.10568,0.62353,0.13044,0.078767,-0.072778,0.060099,0.066779,-0.26242,-0.36299,-0.2602,0.74063,-0.19276,0.16395,0.45764,0.076238,-0.49827,-0.048589,-0.083055,0.11557,0.1722,-0.066542,0.007324,-0.19385,0.093012,0.6989,0.223,-0.17315,-0.037119,-0.13405,0.055748,-0.13392,0.12585,0.065238,0.066687,-0.4038,0.17547,0.18881,-0.27565,0.042502,-0.1353,0.30969,-0.036704,0.098453,0.16589,-0.12234,-0.5978,-0.059809,-0.14301,-0.059692,0.18564,-0.48952,-0.45885,-0.062842,-0.39776,-0.11727,0.065649,0.23164,-0.12159,-0.082182,-0.085156,0.376,0.14556,-0.065062,0.19805,-0.054691,0.21965,0.00018678,0.15434,0.15965,-0.028258,-0.11324,0.29512,0.30193,0.079866,0.53769,-0.31355,0.19463,-0.0443,0.75826,0.0019337,-0.088414,0.086891,0.029913,0.15511,0.10827,-0.027149,0.065911,0.99881
118,2,-0.022804,0.23506,-0.14899,0.033499,0.15055,-0.023569,0.023717,0.078839,-0.082042,-0.077747,-0.22957,0.097544,-0.065821,0.79447,0.027505,0.1114,0.19846,0.13365,0.10701,0.049876,0.14835,0.19754,-0.17215,0.074273,0.069173,-0.00302,-0.036925,0.31083,0.060856,0.077498,0.064445,0.071205,0.1563,0.1044,0.29302,0.2803,0.0058972,0.14472,0.051003,0.032952,-0.1429,0.20724,0.0021108,0.48269,0.12013,0.29012,0.24009,0.24524,-0.0035587,0.11914,0.07095,0.117,-0.27252,0.096019,0.20403,0.10703,-0.14124,0.27258,-0.0046903,0.20902,-0.15067,0.28951,0.30281,0.4559,-0.24151,-0.29472,-0.28984,0.056031,0.5822,0.36083,-0.10141,-0.11097,-0.26692,-0.025678,0.19542,0.13039,0.62417,0.96277,-0.099472,-0.14527,-0.12791,1.0613,0.14982,-0.037886,0.091583,-0.036824,-0.051145,0.028669,0.38613,0.40685,1.2647
118,4,-0.27275,0.13386,-0.17069,-0.030373,-0.08346,-0.15293,0.18259,-0.16415,-0.28838,-0.20203,-0.14002,-0.052062,-0.30609,0.7149,0.2439,-0.14162,-0.1911,0.13152,-0.10776,0.042629,0.12007,0.047302,0.33221,0.19055,0.14842,0.12259,-0.076026,0.08429,0.0015793,-0.052773,0.12413,0.02624,-0.016282,0.12078,0.13441,0.093243,-0.20072,-0.22499,-0.029202,-0.16274,-0.050747,0.19782,0.19855,0.89705,0.094062,0.21482,0.048228,-0.062374,-0.081781,0.0070562,0.018411,-0.13093,-0.20903,-0.18297,-0.023707,-0.11221,0.072304,0.21974,0.045887,0.14984,-0.15217,-0.30282,-0.13709,0.85932,0.13634,0.37349,0.2871,0.014048,0.5572,0.22812,-0.097024,0.18267,-0.014935,-0.16686,0.33216,-0.016128,0.51046,1.109,-0.10174,0.25021,0.27901,0.82569,0.088824,0.45476,0.55908,0.18637,0.31672,0.30778,0.091692,0.074597,0.93499
118,5,0.019382,0.22581,0.16779,-0.22571,0.28736,-0.13959,0.0086022,-0.035626,-0.12508,-0.1089,0.091171,-0.17677,-0.056975,1.0566,0.23972,-0.039137,0.092268,-0.033306,0.12735,0.029258,0.25856,0.14713,0.13732,0.30287,0.44853,0.1303,-0.2247,0.26507,-0.019846,0.2924,0.11221,0.2998,0.14432,0.087285,0.39494,0.569,-0.24132,0.020874,-0.090298,0.082076,0.16215,0.17261,0.19354,0.52045,0.17642,0.37039,0.27799,0.050232,-0.03325,-0.22249,-0.29078,-0.20566,-0.18202,-0.21884,-0.08667,0.21403,0.40756,-0.13493,-0.017548,-0.022514,-0.060061,0.13603,0.28593,0.51902,-0.28916,-0.15159,-0.17044,0.043283,0.23927,0.17485,-0.27255,-0.20713,-0.24962,0.066112,0.19416,0.58275,0.76388,1.1886,0.191,-0.041411,-0.083662,1.0285,0.23892,0.3382,0.2133,0.35349,0.16513,0.059719,0.23076,0.16776,0.69435
118,6,0.040779,0.51035,0.24317,0.18366,0.25877,0.035462,0.03503,-0.2584,-0.0085784,-0.087608,0.25036,-0.056261,0.054752,0.7172,-0.32507,-0.003737,0.078619,-0.088148,0.0054532,-0.10722,-0.05036,-0.067359,-0.14869,0.098432,0.053871,-0.2165,0.29049,0.4572,0.069114,0.059704,-0.23714,-0.085248,-0.12229,0.044228,0.098072,0.18267,-0.078948,-0.068369,0.36079,0.24659,-0.19069,-0.33753,-0.19179,0.39684,0.0053371,0.019274,0.9028,-0.13457,-0.51799,-0.06261,-0.015213,-0.069084,0.14372,-0.25255,-0.28085,-0.062078,-0.28326,-0.2245,-0.152,-0.18284,0.31379,-0.24266,-0.23468,0.78594,-0.11275,-0.32672,-0.15655,0.1408,0.55101,0.39691,-0.13816,-0.25346,-0.069798,0.10353,0.60855,0.63159,0.60923,1.1819,0.02894,-0.0073934,-0.15485,0.77756,-0.16686,-0.060431,-0.083606,0.072978,-0.008432,-0.18508,0.11488,0.072473,1.1669
119,0,0.38182,0.56841,-0.1664,-0.056827,0.31595,0.17283,0.26863,0.078019,0.25734,0.16837,0.022002,0.16491,0.33011,1.2652,-0.28776,0.067082,0.30212,-0.13536,0.0036831,0.012333,0.0076489,0.027385,0.016358,-0.19316,-0.080056,-0.24053,-0.0015595,0.44925,-0.14674,0.03179,0.12746,0.17504,0.18981,0.11963,-0.22441,-0.1236,0.39132,-0.042754,-0.14159,-0.026679,0.43894,0.22191,0.40861,0.65376,0.15306,0.13052,0.28737,-0.42493,-0.28931,0.1136,0.11879,0.19689,0.4735,-0.11363,0.072674,-0.29593,-0.24271,-0.05847,0.10998,-0.088869,0.058191,-0.25015,-0.032597,0.93019,-0.041169,-0.028416,-0.074511,-0.28113,0.87314,0.52189,0.10811,-0.085259,-0.0019435,-0.049914,0.63155,0.69037,0.42729,0.85297,0.56029,-0.026393,-0.042008,1.1742,0.54159,0.0076525,0.063515,0.72995,-0.036186,-0.014339,-0.17552,-0.040225,1.0017
119,1,0.13849,0.56128,-0.14369,-0.017808,0.075996,0.35069,0.16154,0.15124,0.11585,0.0064387,-0.0042044,0.1624,0.058298,0.55271,-0.25521,-0.15685,-0.0057972,-0.040477,0.010467,0.085261,0.13995,0.14387,-0.13745,-0.22791,-0.1874,-0.056809,-0.075817,-0.018733,0.13046,0.29431,0.01226,-0.11488,-0.069464,0.018511,0.097826,0.069053,0.11841,-0.3033,-0.071409,-0.18012,-0.10302,-0.18654,-0.17584,0.50687,0.17552,0.11467,-0.018615,0.02801,0.084032,-0.14581,-0.13363,-0.081454,-0.0037821,0.063745,-0.011512,-0.058844,-0.17636,0.30853,-0.001842,0.059567,-0.20199,-0.25154,-0.21139,0.32355,0.056372,0.11081,-0.01763,-0.35585,0.37757,0.15479,-0.29906,-0.24684,-0.25588,-0.22714,0.51704,0.47615,0.41181,0.60041,0.1558,-0.062909,0.016152,0.95256,0.18271,-0.084843,-0.12391,0.22892,-0.21311,-0.18982,-0.04493,0.053377,1.3327
119,2,0.41268,0.59373,0.1089,0.21798,0.16047,0.17394,0.03949,0.35418,-0.051577,0.13516,0.48642,-0.074892,0.0042332,0.95719,-0.1057,0.27199,0.16995,0.060288,-0.26447,0.33827,0.26269,0.26724,0.50909,-0.13041,0.09213,0.036984,0.30288,0.025955,-0.020436,-0.20471,0.37629,0.051909,0.089904,0.55617,-0.14748,0.11019,-0.13744,-0.093672,-0.10492,-0.21084,0.062836,0.099342,0.17336,0.067536,-0.25797,-0.032344,0.25652,0.13354,0.077909,0.24793,0.0035328,0.064445,0.18836,0.081233,-0.04036,0.37174,0.17251,0.21215,0.094654,0.21888,0.14887,0.31749,0.00024522,1.002,-0.18132,-0.32643,-0.37914,0.0092088,0.82361,0.54772,-0.14977,-0.34874,-0.40083,-0.22399,0.77544,0.53359,0.38667,0.84572,0.29172,-0.20691,-0.24219,1.017,0.30845,-0.32348,-0.53941,0.35809,-0.33976,-0.50918,-0.23205,-0.10381,0.67103
119,4,0.3277,0.47363,-0.074354,-0.11217,0.07414,0.033649,0.020456,-0.075775,-0.053428,-0.1144,-0.18764,-0.1234,-0.3439,0.72187,0.049852,-0.076756,0.06158,0.27849,0.22111,-0.15919,-0.065602,-0.098689,-0.39904,-0.26131,-0.20146,-0.19418,0.10161,0.2172,0.27635,0.053348,0.013017,-0.12434,-0.11916,-0.22013,-0.098106,-0.23476,-0.085942,-0.38227,-0.006587,0.27349,-0.12719,0.022133,0.13208,0.14993,0.11921,0.53246,0.50536,0.24885,0.32087,-0.35421,-0.26774,-0.46086,0.039083,0.02872,-0.27646,0.12891,-0.027775,0.0089681,-0.25206,-0.25348,-0.06549,0.079918,-0.3875,0.95041,0.081211,0.093338,-0.013076,0.042811,0.5055,0.13004,-0.044469,0.098242,-0.042076,-0.058054,0.41356,0.17468,0.45561,0.95016,0.38024,0.27738,0.206,1.1257,0.13437,0.12595,0.20217,0.38563,0.21261,0.38639,0.47138,0.38706,0.59805
119,5,0.40429,0.56951,-0.18676,0.2974,0.24813,-0.38716,-0.29703,0.054007,0.49439,0.465,0.12231,-0.35697,-0.32794,1.0854,-0.35696,0.058518,0.075986,-0.23996,-0.05607,0.21911,0.34646,0.31068,0.14845,-0.19235,-0.034565,-0.15614,0.10296,0.17341,-0.26685,-0.082504,-0.0024999,0.28402,0.2102,0.012011,-0.22087,-0.11101,0.19907,-0.15109,-0.2045,-0.15718,-0.065726,-0.18027,-0.022935,-0.089602,-0.17006,-0.098436,0.33445,-0.17827,-0.10888,0.00069133,0.077842,0.024895,0.17956,-0.50656,-0.30533,0.21748,-0.0076773,-0.052341,0.11482,0.13347,0.091186,0.077232,-0.08966,0.93841,-0.27264,-0.47021,-0.53106,-0.2044,0.62544,0.41159,-0.15918,-0.37242,-0.40419,-0.2121,0.45568,0.38674,0.563,0.84616,-0.068257,-0.17806,-0.028774,1.0289,0.035816,-0.31033,-0.13307,0.14883,-0.22792,-0.07103,-0.083964,0.029018,0.85433
119,6,0.19978,0.56052,-0.010879,0.044041,0.27214,0.028374,0.082112,0.34862,0.11777,0.1797,0.11936,-0.22075,-0.10559,0.76529,-0.018078,-0.040926,-0.035768,0.014465,0.22387,0.084234,0.26838,0.43218,0.10286,0.04692,0.057044,-0.026026,-0.07806,0.094693,-0.085705,0.19394,0.37117,0.32862,0.46514,0.048415,-0.0029163,0.078232,0.00571,-0.17337,-0.062731,0.12602,0.15302,-0.05716,0.25988,0.3926,-0.35881,-0.024575,0.078263,0.31173,0.29503,0.014241,0.010511,-0.024409,0.072809,-0.11996,-0.063922,0.050292,-0.06142,0.097819,0.065223,0.20995,0.25691,-0.041026,-0.076444,0.75204,0.15843,-0.15536,-0.10765,-0.049385,0.57367,0.48997,0.29211,0.13558,0.28333,0.039541,0.379,0.77608,0.3627,0.69692,0.23948,-0.068358,-0.097259,0.80435,0.13674,-0.044246,-0.088198,0.39514,-0.091431,-0.016748,-0.17666,-0.32764,0.6642
120,0,-0.088121,0.25032,-0.0077009,-0.19982,0.0015503,0.11049,0.19507,0.045783,-0.015215,-0.034583,0.016058,-0.11336,-0.2158,0.80811,0.077633,0.12736,0.32126,0.47431,0.25671,0.2462,0.031946,0.17545,0.33144,0.32071,0.24539,0.26729,-0.055225,0.34995,0.50068,0.39708,0.16118,-0.080332,0.080305,0.43407,0.22496,-0.049554,-0.024066,0.011025,0.23682,0.3629,0.29751,0.14846,0.30183,0.73497,-0.050583,-0.040743,-0.19284,-0.096459,-0.23052,0.090514,0.23272,0.10612,-0.044394,0.11335,0.15601,0.24811,0.26502,0.11076,-0.040945,0.015256,0.13315,-0.0037492,-0.20109,1.0273,-0.0034736,-0.00014305,0.073721,0.48779,0.787,0.45272,0.022513,-0.059824,0.061616,0.58677,0.54638,0.39728,0.69343,1.1481,0.31648,-0.079268,0.011532,1.1231,0.19123,0.021575,0.03659,0.53369,0.0039425,0.078826,0.11882,0.011553,1.028
120,1,0.17226,0.20694,-0.14883,-0.022409,0.29787,-0.09991,0.37303,-0.1146,-0.10124,-0.17244,-0.21316,0.022531,0.14251,1.0027,0.032459,0.028483,0.081765,-0.095392,-0.025148,-0.14748,0.26393,0.18306,-0.20565,0.14636,0.2766,0.17205,0.00081448,0.10486,-0.043315,-0.0089139,-0.043558,0.28142,0.23826,-0.36033,0.30375,0.3342,0.16755,0.08673,-0.097352,-0.18085,0.45921,0.63353,0.84077,0.56913,0.30644,0.21,0.20877,-0.10268,-0.16184,-0.013994,0.055141,0.082854,0.15358,-0.18088,0.031237,-0.26514,-0.12544,-0.10077,-0.2196,-0.097043,0.074115,0.035887,-0.17551,0.74379,-0.37787,-0.3573,-0.4026,-0.25401,0.76778,0.564,-0.34014,-0.37396,-0.36148,-0.36449,0.46288,0.57563,0.68698,1.0139,0.30022,0.00282,-0.098296,1.2601,0.17193,0.022548,0.10834,0.38167,0.071963,0.058159,-0.20676,-0.29254,0.74956
120,2,0.18072,0.61323,-0.016925,0.0028392,0.36448,-0.44057,-0.41156,0.15604,0.13743,0.074848,-0.21384,-0.1589,-0.20316,0.96014,0.13608,0.33872,0.17942,-0.017451,-0.070055,-0.32353,-0.13904,0.090466,0.125,0.21105,0.2813,0.090351,0.052797,0.15918,-0.34962,-0.39444,0.05582,0.10944,0.17806,-0.062381,0.027407,0.0021286,-0.43606,-0.2999,-0.090988,-0.115,-0.07373,0.14945,0.10016,0.65987,0.18715,0.21346,0.36188,0.17639,0.085502,-0.28208,-0.11227,-0.085474,-0.1936,-0.020219,-0.089358,-0.11542,-0.18819,0.092625,-0.038551,0.14172,0.082146,0.086991,-0.10828,1.0804,-0.36159,-0.17541,-0.11408,0.12824,0.39336,0.34973,-0.31251,-0.32644,-0.24615,0.038217,0.18011,0.41822,0.90466,0.96925,0.081021,-0.064359,-0.12915,1.2378,0.028704,0.11377,-0.049186,0.27825,0.20795,0.08713,0.40019,0.21537,0.65018
120,4,0.050987,0.47268,-0.1295,-0.034433,0.048499,0.33752,0.40508,-0.045696,-0.04414,0.017409,0.086299,0.01372,-0.0050317,0.6705,0.34899,0.22282,0.013744,-0.28709,-0.11087,-0.093382,0.067078,0.039365,0.20812,-0.026119,0.094378,0.34935,0.094326,-0.14699,-0.1173,0.12248,0.026054,0.16165,0.11579,0.24666,0.069207,0.15838,0.18526,0.16759,-0.28905,-0.093046,0.11562,0.31415,0.28203,0.97512,-0.025507,0.070127,0.30176,0.084086,-0.27151,0.083907,0.50687,0.25503,0.080727,0.074199,-0.15328,0.14986,-0.14887,0.16973,0.13129,0.26087,0.30471,0.034272,-0.26767,0.47017,0.082156,0.034544,0.060909,-0.10364,0.63222,0.12827,-0.028496,-0.15874,-0.10859,0.15406,0.29309,0.48219,0.93949,1.3663,0.22183,0.15948,-0.15918,1.3327,0.24097,0.23687,-0.097714,0.39097,0.20784,-0.16106,0.029891,-0.05062,0.61339
120,5,0.13436,0.30552,0.074236,0.089773,0.29142,-0.53367,-0.30354,0.037223,-0.19496,-0.16545,-0.21914,-0.33111,-0.29377,1.2035,0.10851,0.092152,0.035325,-0.0442,0.032277,-0.09595,0.046824,-0.066933,-0.053871,0.029074,0.21341,-0.042029,0.011844,-0.13414,-0.16387,-0.040452,-0.10588,-0.12305,-0.12795,-0.11892,0.07087,0.24838,0.16856,0.18675,-0.13401,0.22076,0.11253,0.42052,0.17968,0.5233,-0.19004,0.088037,0.41095,0.13904,0.0018518,-0.12097,-0.10224,-0.31548,-0.21141,-0.045242,-0.075063,-0.011531,-0.19211,0.039694,0.089139,0.0004774,0.053888,-0.010243,-0.33732,0.65389,0.13686,0.088149,0.090983,0.024523,0.64944,0.51022,0.028401,0.075519,-0.002104,0.057471,0.36471,0.86006,0.58588,1.0752,0.28311,0.25827,0.084956,1.2032,0.51892,0.16116,0.08519,0.54387,0.28504,0.086541,0.17835,0.1307,0.82091
